Date,Value
2009-07-16,35.93
2009-07-17,36.25
2009-07-18,18.32
2009-07-19,16.37
2009-07-20,32.37
2009-07-21,45.48
2009-07-22,50.5
2009-07-23,40.87
2009-07-24,30.52
2009-07-25,28.09
2009-07-26,24.27
2009-07-27,32.32
2009-07-28,30.63
2009-07-29,39.46
2009-07-30,32.75
2009-07-31,33.94
2009-08-01,27.44
2009-08-02,20.19
2009-08-03,15.43
2009-08-04,19.6
2009-08-05,32.46
2009-08-06,37.06
2009-08-07,42.42
2009-08-08,27.8
2009-08-09,25.35
2009-08-10,26.83
2009-08-11,35.46
2009-08-12,31.48
2009-08-13,32.47
2009-08-14,34.23
2009-08-15,28.36
2009-08-16,28.34
2009-08-17,45.4
2009-08-18,43.02
2009-08-19,49.11
2009-08-20,50.75
2009-08-21,47.43
2009-08-22,12.47
2009-08-23,27.11
2009-08-24,43.74
2009-08-25,39.38
2009-08-26,41.17
2009-08-27,46.0
2009-08-28,34.78
2009-08-29,23.9
2009-08-30,33.29
2009-08-31,48.25
2009-09-01,40.47
2009-09-02,43.18
2009-09-03,24.8
2009-09-04,26.65
2009-09-05,29.06
2009-09-06,27.98
2009-09-07,39.09
2009-09-08,40.33
2009-09-09,45.77
2009-09-10,40.12
2009-09-11,21.46
2009-09-12,18.62
2009-09-13,27.45
2009-09-14,17.09
2009-09-15,30.72
2009-09-16,30.22
2009-09-17,33.41
2009-09-18,34.63
2009-09-19,32.7
2009-09-20,29.43
2009-09-21,32.18
2009-09-22,38.1
2009-09-23,41.16
2009-09-24,47.33
2009-09-25,38.32
2009-09-26,34.62
2009-09-27,36.36
2009-09-28,50.01
2009-09-29,55.62
2009-09-30,60.92
2009-10-01,58.71
2009-10-02,52.17
2009-10-03,34.82
2009-10-04,37.92
2009-10-06,52.61
2009-10-07,51.4
2009-10-08,44.37
2009-10-09,43.25
2009-10-10,31.42
2009-10-11,23.51
2009-10-12,35.65
2009-10-13,38.33
2009-10-14,30.13
2009-10-15,24.18
2009-10-16,45.28
2009-10-17,43.69
2009-10-18,25.14
2009-10-19,37.84
2009-10-20,55.9
2009-10-21,51.19
2009-10-22,60.15
2009-10-23,54.23
2009-10-24,33.84
2009-10-25,33.69
2009-10-26,39.83
2009-10-28,55.53
2009-10-29,63.87
2009-10-30,39.65
2009-10-31,44.75
2009-11-01,43.03
2009-11-02,34.69
2009-11-03,36.58
2009-11-04,29.41
2009-11-05,37.72
2009-11-06,51.77
2009-11-07,36.6
2009-11-08,18.53
2009-11-09,28.85
2009-11-10,39.36
2009-11-11,49.33
2009-11-12,52.67
2009-11-13,58.46
2009-11-14,35.28
2009-11-15,33.16
2009-11-16,44.9
2009-11-17,44.81
2009-11-18,57.32
2009-11-19,48.17
2009-11-20,55.38
2009-11-21,50.21
2009-11-22,21.44
2009-11-23,23.1
2009-11-24,33.62
2009-11-25,52.53
2009-11-26,42.51
2009-11-27,36.59
2009-11-28,31.49
2009-11-29,54.1
2009-11-30,72.68
2009-12-01,56.94
2009-12-02,55.1
2009-12-03,59.08
2009-12-04,64.47
2009-12-05,58.44
2009-12-06,45.75
2009-12-07,54.51
2009-12-08,38.08
2009-12-09,80.46
2009-12-10,70.36
2009-12-11,63.37
2009-12-12,19.66
2009-12-13,15.39
2009-12-14,26.03
2009-12-15,28.52
2009-12-16,35.81
2009-12-17,56.52
2009-12-18,52.87
2009-12-19,48.13
2009-12-20,30.08
2009-12-21,67.26
2009-12-22,94.79
2009-12-23,50.64
2009-12-24,44.63
2009-12-25,25.15
2009-12-26,77.92
2009-12-27,35.66
2009-12-28,61.51
2009-12-29,56.37
2009-12-30,44.74
2009-12-31,54.19
2010-01-01,27.38
2010-01-02,38.2
2010-01-03,49.69
2010-01-04,49.64
2010-01-05,45.47
2010-01-06,53.04
2010-01-07,61.73
2010-01-08,36.44
2010-01-09,31.58
2010-01-10,44.43
2010-01-11,51.0
2010-01-12,47.88
2010-01-13,73.07
2010-01-14,46.85
2010-01-15,48.19
2010-01-16,42.52
2010-01-17,37.9
2010-01-18,61.13
2010-01-19,62.4
2010-01-20,54.94
2010-01-21,70.12
2010-01-22,54.38
2010-01-23,58.61
2010-01-24,57.83
2010-01-25,54.25
2010-01-26,36.02
2010-01-27,42.94
2010-01-28,59.6
2010-01-29,40.66
2010-01-30,36.91
2010-01-31,46.38
2010-02-01,42.03
2010-02-02,39.23
2010-02-03,59.02
2010-02-04,87.13
2010-02-05,62.97
2010-02-06,52.97
2010-02-07,26.87
2010-02-08,38.08
2010-02-09,49.41
2010-02-10,40.96
2010-02-11,36.39
2010-02-12,57.87
2010-02-13,55.16
2010-02-14,30.52
2010-02-15,49.5
2010-02-16,86.96
2010-02-17,89.12
2010-02-18,84.38
2010-02-19,72.75
2010-02-20,44.02
2010-02-21,34.73
2010-02-22,53.03
2010-02-23,46.57
2010-02-24,45.21
2010-02-25,58.34
2010-02-26,34.9
2010-02-27,45.02
2010-02-28,25.69
2010-03-01,63.85
2010-03-02,54.14
2010-03-03,26.0
2010-03-04,28.43
2010-03-05,32.18
2010-03-06,30.22
2010-03-07,14.69
2010-03-08,19.7
2010-03-09,17.78
2010-03-10,28.62
2010-03-11,50.77
2010-03-12,82.06
2010-03-13,55.66
2010-03-14,48.43
2010-03-15,52.59
2010-03-16,59.3
2010-03-17,58.42
2010-03-18,70.85
2010-03-19,67.33
2010-03-20,35.55
2010-03-21,26.84
2010-03-22,45.55
2010-03-23,54.01
2010-03-25,61.77
2010-03-26,45.02
2010-03-27,26.54
2010-03-28,14.53
2010-03-29,45.42
2010-03-30,40.31
2010-03-31,35.4
2010-04-01,40.66
2010-04-02,35.21
2010-04-03,37.12
2010-04-04,21.01
2010-04-05,32.28
2010-04-06,56.96
2010-04-07,50.4
2010-04-10,35.74
2010-04-11,11.72
2010-04-12,18.47
2010-04-13,35.28
2010-04-14,36.3
2010-04-15,31.35
2010-04-16,43.76
2010-04-17,39.98
2010-04-18,40.23
2010-04-19,44.02
2010-04-20,50.99
2010-04-21,49.86
2010-04-22,44.47
2010-04-23,52.89
2010-04-24,47.65
2010-04-26,37.98
2010-04-27,41.57
2010-04-28,56.12
2010-04-29,40.14
2010-04-30,39.44
2010-05-01,35.4
2010-05-02,26.04
2010-05-03,31.31
2010-05-04,15.91
2010-05-05,18.91
2010-05-06,26.88
2010-05-07,32.56
2010-05-08,27.93
2010-05-09,20.67
2010-05-10,32.66
2010-05-11,37.84
2010-05-13,12.1
2010-05-14,22.94
2010-05-15,20.48
2010-05-16,24.32
2010-05-17,37.82
2010-05-18,30.91
2010-05-19,31.26
2010-05-20,23.89
2010-05-21,21.15
2010-05-22,21.72
2010-05-23,26.71
2010-05-24,26.19
2010-05-25,39.26
2010-05-26,30.71
2010-05-27,41.78
2010-05-29,24.56
2010-05-30,10.53
2010-05-31,26.33
2010-06-01,30.35
2010-06-02,23.3
2010-06-03,11.26
2010-06-04,26.48
2010-06-05,30.09
2010-06-06,17.57
2010-06-07,29.22
2010-06-08,40.59
2010-06-09,38.13
2010-06-10,48.56
2010-06-11,35.01
2010-06-12,24.93
2010-06-13,17.18
2010-06-14,27.07
2010-06-15,23.36
2010-06-16,17.18
2010-06-17,32.42
2010-06-18,43.3
2010-06-19,25.61
2010-06-20,11.08
2010-06-21,18.08
2010-06-22,24.77
2010-06-23,33.22
2010-06-24,41.36
2010-06-25,48.98
2010-06-26,37.73
2010-06-27,31.06
2010-06-28,40.4
2010-06-29,38.44
2010-06-30,38.33
2010-07-01,49.92
2010-07-02,38.84
2010-07-03,33.12
2010-07-04,18.69
2010-07-05,32.32
2010-07-06,33.11
2010-07-07,33.97
2010-07-08,54.51
2010-07-09,43.59
2010-07-10,31.02
2010-07-11,24.91
2010-07-12,31.66
2010-07-13,38.15
2010-07-14,35.34
2010-07-15,30.16
2010-07-16,38.19
2010-07-17,22.57
2010-07-18,11.31
2010-07-19,29.77
2010-07-20,43.2
2010-07-21,38.88
2010-07-22,38.94
2010-07-23,30.98
2010-07-24,25.83
2010-07-25,22.05
2010-07-26,28.12
2010-07-27,27.08
2010-07-28,30.46
2010-07-29,23.23
2010-07-30,29.0
2010-07-31,22.52
2010-08-02,36.82
2010-08-03,29.25
2010-08-04,23.66
2010-08-05,25.03
2010-08-06,26.61
2010-08-07,31.58
2010-08-08,19.43
2010-08-09,28.92
2010-08-10,35.93
2010-08-11,32.78
2010-08-12,26.01
2010-08-13,25.82
2010-08-14,25.82
2010-08-15,12.72
2010-08-16,20.57
2010-08-17,36.51
2010-08-18,35.87
2010-08-19,34.63
2010-08-20,44.41
2010-08-21,31.75
2010-08-22,24.02
2010-08-23,37.97
2010-08-24,22.05
2010-08-25,34.8
2010-08-26,39.26
2010-08-27,28.67
2010-08-28,24.71
2010-08-29,18.04
2010-08-30,26.94
2010-08-31,19.85
2010-09-01,34.25
2010-09-02,43.13
2010-09-03,50.3
2010-09-04,30.07
2010-09-05,31.36
2010-09-06,40.71
2010-09-07,38.49
2010-09-08,27.13
2010-09-09,31.43
2010-09-10,37.8
2010-09-11,31.24
2010-09-12,23.27
2010-09-13,33.41
2010-09-14,42.99
2010-09-15,35.4
2010-09-16,38.21
2010-09-17,29.39
2010-09-18,22.51
2010-09-19,30.31
2010-09-20,43.37
2010-09-21,51.4
2010-09-22,50.48
2010-09-23,43.23
2010-09-24,44.06
2010-09-25,28.82
2010-09-26,22.06
2010-09-27,40.02
2010-09-28,50.63
2010-09-29,32.92
2010-09-30,39.72
2010-10-01,49.49
2010-10-02,44.67
2010-10-03,38.48
2010-10-04,40.45
2010-10-05,37.01
2010-10-06,44.63
2010-10-07,38.66
2010-10-10,16.43
2010-10-11,30.87
2010-10-12,33.61
2010-10-13,34.6
2010-10-14,34.8
2010-10-15,34.67
2010-10-16,37.72
2010-10-17,16.6
2010-10-18,23.85
2010-10-19,35.82
2010-10-20,38.28
2010-10-21,52.75
2010-10-22,54.92
2010-10-23,30.94
2010-10-24,19.84
2010-10-25,15.68
2010-10-26,25.8
2010-11-03,41.83
2010-11-04,44.11
2010-11-05,43.48
2010-11-06,23.16
2010-11-07,17.06
2010-11-08,36.0
2010-11-09,45.06
2010-11-10,41.01
2010-11-11,29.67
2010-11-12,19.35
2010-11-13,25.25
2010-11-14,32.93
2010-11-15,41.2
2010-11-16,22.74
2010-11-17,49.79
2010-11-18,52.05
2010-11-19,57.94
2010-11-20,39.71
2010-11-21,28.94
2010-11-22,37.84
2010-11-23,40.1
2010-11-24,36.48
2010-11-25,42.38
2010-11-26,46.85
2010-11-27,51.1
2010-11-28,59.06
2010-11-29,62.03
2010-11-30,80.48
2010-12-01,55.84
2010-12-02,74.64
2010-12-03,63.2
2010-12-04,56.67
2010-12-05,55.86
2010-12-06,82.11
2010-12-07,73.18
2010-12-09,57.31
2010-12-10,59.65
2010-12-11,59.03
2010-12-12,52.42
2010-12-13,41.33
2010-12-14,41.76
2010-12-15,42.22
2010-12-16,46.23
2010-12-17,32.9
2010-12-18,55.37
2010-12-19,30.86
2010-12-20,28.57
2010-12-21,76.72
2010-12-22,62.31
2010-12-23,60.22
2010-12-24,40.63
2010-12-25,17.48
2010-12-27,74.16
2010-12-28,68.8
2010-12-29,62.14
2010-12-30,43.27
2010-12-31,39.75
2011-01-01,33.24
2011-01-02,17.6
2000-12-06,44.52
2000-12-08,37.62
2000-12-09,40.18
2000-12-10,22.98
2000-12-11,49.56
2000-12-12,48.25
2000-12-13,42.13
2000-12-14,43.44
2000-12-15,33.53
2000-12-16,28.37
2000-12-17,26.96
2000-12-18,44.71
2000-12-19,50.98
2000-12-20,41.59
2000-12-21,34.42
2000-12-22,37.31
2000-12-23,34.04
2000-12-24,30.42
2000-12-25,35.14
2000-12-26,34.69
2000-12-27,37.79
2000-12-28,37.01
2000-12-29,32.77
2000-12-30,45.47
2000-12-31,32.32
2001-01-01,43.28
2001-01-02,42.22
2001-01-03,38.0
2001-01-04,41.59
2001-01-05,32.69
2001-01-06,38.23
2001-01-07,40.65
2001-01-08,43.69
2001-01-09,46.49
2001-01-10,47.64
2001-01-11,46.16
2001-01-12,36.15
2001-01-13,18.01
2001-01-14,17.8
2001-01-15,26.96
2001-01-16,40.1
2001-01-17,53.37
2001-01-18,45.47
2001-01-19,51.38
2001-01-20,42.53
2001-01-21,38.23
2001-01-22,48.57
2001-01-23,42.88
2001-01-24,50.3
2001-01-25,46.08
2001-01-26,53.71
2001-01-27,29.82
2001-01-28,42.53
2001-01-29,32.21
2001-01-30,38.11
2001-01-31,44.45
2001-02-02,42.45
2001-02-03,27.37
2001-02-04,24.07
2001-02-05,28.38
2001-02-06,52.34
2001-02-07,62.69
2001-02-08,47.0
2001-02-10,46.9
2001-02-11,41.33
2001-02-12,56.94
2001-02-13,34.53
2001-02-14,27.37
2001-02-15,39.1
2001-02-16,60.95
2001-02-17,44.73
2001-02-18,37.22
2001-02-19,40.7
2001-02-20,39.51
2001-02-22,39.78
2001-02-23,33.13
2001-02-24,45.94
2001-02-25,27.95
2001-02-26,38.13
2001-02-27,53.57
2001-02-28,54.17
2001-03-01,34.33
2001-03-02,49.02
2001-03-03,59.25
2001-03-04,33.04
2001-03-05,44.31
2001-03-06,38.68
2001-03-07,44.78
2001-03-08,41.83
2001-03-09,45.79
2001-03-10,35.73
2001-03-11,28.92
2001-03-12,32.92
2001-03-13,37.04
2001-03-14,37.44
2001-03-15,47.02
2001-03-16,50.57
2001-03-17,37.49
2001-03-18,20.7
2001-03-19,33.44
2001-03-20,35.06
2001-03-21,36.22
2001-03-22,34.67
2001-03-23,57.43
2001-03-24,38.06
2001-03-25,17.8
2001-03-26,40.0
2001-03-27,39.16
2001-03-28,39.05
2001-03-29,38.68
2001-03-30,49.82
2001-03-31,42.67
2001-04-01,36.9
2001-04-02,52.36
2001-04-03,52.44
2001-04-06,33.26
2001-04-07,27.46
2001-04-12,34.72
2001-04-13,13.43
2001-04-14,20.23
2001-04-15,14.67
2001-04-16,21.69
2001-04-17,35.36
2001-04-19,34.38
2001-04-20,36.97
2001-04-21,39.52
2001-04-22,24.25
2001-04-23,41.73
2001-04-24,45.03
2001-04-25,38.66
2001-04-26,40.07
2001-04-28,32.98
2001-04-29,31.18
2001-04-30,40.38
2001-05-01,38.57
2001-05-02,43.75
2001-05-03,39.87
2001-05-04,33.72
2001-05-05,24.19
2001-05-06,11.49
2001-05-07,20.05
2001-05-08,25.92
2001-05-09,35.57
2001-05-10,36.66
2001-05-11,34.55
2001-05-12,33.77
2001-05-13,29.48
2001-05-14,42.96
2001-05-15,35.38
2001-05-17,38.38
2001-05-18,34.54
2001-05-19,21.62
2001-05-20,20.01
2001-05-21,29.09
2001-05-22,30.67
2001-05-23,35.8
2001-05-24,24.62
2001-05-26,33.35
2001-05-27,27.73
2001-05-28,43.43
2001-05-29,38.45
2001-05-30,39.63
2001-05-31,41.2
2001-06-01,41.22
2001-06-02,23.44
2001-06-03,13.8
2001-06-04,24.44
2001-06-06,33.7
2001-06-07,26.61
2001-06-08,44.92
2001-06-09,28.55
2001-06-10,20.9
2001-06-11,33.81
2001-06-13,41.36
2001-06-14,26.89
2001-06-15,35.34
2001-06-16,24.56
2001-06-17,12.97
2001-06-18,30.22
2001-06-19,23.4
2001-06-23,40.46
2001-06-24,24.67
2001-06-25,37.9
2001-06-26,49.26
2001-06-27,43.42
2001-06-28,27.93
2001-06-29,33.89
2001-06-30,27.75
2001-07-01,22.4
2001-07-03,41.79
2001-07-04,42.98
2001-07-05,45.45
2001-07-06,42.71
2001-07-07,25.03
2001-07-08,18.62
2001-07-09,31.6
2001-07-10,32.87
2001-07-11,31.64
2001-07-12,34.46
2001-07-17,27.47
2001-07-18,26.22
2001-07-19,26.09
2001-07-21,31.07
2001-07-22,25.54
2001-07-23,30.98
2001-07-24,29.67
2001-07-25,33.84
2001-07-26,49.81
2001-07-27,49.61
2001-07-28,27.27
2001-07-29,26.46
2001-07-31,47.02
2001-08-01,28.54
2001-08-02,40.35
2001-08-03,43.45
2001-08-04,25.49
2001-08-05,16.74
2001-08-06,21.57
2001-08-07,25.43
2001-08-09,30.06
2001-08-10,26.38
2001-08-11,26.99
2001-08-12,27.7
2001-08-13,41.49
2001-08-14,46.54
2001-08-15,38.88
2001-08-16,47.67
2001-08-17,38.49
2001-08-18,24.53
2001-08-19,19.89
2001-08-20,36.06
2001-08-21,33.07
2001-08-22,38.42
2001-08-23,49.17
2001-08-24,51.37
2001-08-25,40.9
2001-08-26,34.04
2001-08-28,38.61
2001-08-29,35.39
2001-08-30,35.5
2001-08-31,34.77
2001-09-01,26.09
2001-09-02,26.44
2001-09-03,33.33
2001-09-04,29.72
2001-09-05,28.21
2001-09-06,29.58
2001-09-07,35.62
2001-09-08,18.08
2001-09-09,19.28
2001-09-10,30.28
2001-09-11,30.52
2001-09-12,33.74
2001-09-13,27.74
2001-09-15,20.95
2001-09-16,16.0
2001-09-17,28.46
2001-09-18,30.44
2001-09-19,26.9
2001-09-20,32.37
2001-09-21,42.35
2001-09-22,23.98
2001-09-23,15.73
2001-09-25,39.98
2001-09-26,42.43
2001-09-27,42.2
2001-09-28,43.83
2001-09-29,33.73
2001-09-30,26.97
2001-10-01,34.21
2001-10-02,33.48
2001-10-04,34.49
2001-10-05,31.63
2001-10-06,31.18
2001-10-07,23.09
2001-10-08,34.08
2001-10-09,35.76
2001-10-10,37.04
2001-10-11,37.77
2001-10-12,37.71
2001-10-13,30.76
2001-10-14,32.58
2001-10-15,45.17
2001-10-16,39.37
2001-10-17,40.92
2001-10-18,37.32
2001-10-19,35.53
2001-10-20,26.45
2001-10-21,20.65
2001-10-22,43.64
2001-10-23,36.97
2001-10-24,35.35
2001-10-25,40.67
2001-10-26,30.33
2001-10-27,40.47
2001-10-28,34.36
2001-10-29,42.78
2001-10-30,42.29
2001-10-31,36.7
2001-11-01,21.58
2001-11-02,24.94
2001-11-03,30.46
2001-11-04,22.32
2001-11-05,30.18
2001-11-06,36.28
2001-11-07,26.64
2001-11-08,23.38
2001-11-09,23.97
2001-11-10,15.28
2001-11-11,18.72
2001-11-12,30.91
2001-11-13,37.56
2001-11-14,21.76
2001-11-15,29.94
2001-11-16,36.46
2001-11-17,31.16
2001-11-18,27.78
2001-11-20,34.54
2001-11-21,36.05
2001-11-22,35.92
2001-11-24,38.01
2001-11-25,35.57
2002-12-05,30.63
2002-12-06,27.52
2002-12-07,24.21
2002-12-08,20.54
2002-12-10,37.7
2002-12-11,38.37
2002-12-12,34.88
2002-12-13,35.16
2002-12-14,33.94
2002-12-15,23.74
2002-12-16,34.78
2002-12-17,44.15
2002-12-18,31.79
2002-12-19,38.17
2002-12-20,38.3
2002-12-21,49.35
2002-12-22,23.19
2002-12-23,36.04
2002-12-24,26.73
2002-12-25,21.87
2002-12-26,30.29
2002-12-27,43.27
2002-12-28,33.12
2002-12-29,16.17
2002-12-30,31.27
2002-12-31,31.57
2003-01-01,17.09
2003-01-02,12.65
2003-01-03,21.06
2003-01-04,19.35
2003-01-05,17.07
2003-01-06,25.04
2003-01-07,20.6
2003-01-08,28.81
2003-01-09,35.31
2003-01-10,34.63
2003-01-11,25.95
2003-01-12,26.84
2003-01-13,47.45
2003-01-14,49.56
2003-01-15,45.27
2003-01-16,52.44
2003-01-17,45.52
2003-01-18,48.03
2003-01-19,29.76
2003-01-20,44.22
2003-01-21,49.53
2003-01-22,35.05
2003-01-23,40.81
2003-01-24,33.87
2003-01-25,25.41
2003-01-26,32.52
2003-01-27,45.94
2003-01-28,31.7
2003-01-29,32.62
2003-01-30,43.17
2003-01-31,39.71
2003-02-01,47.48
2003-02-02,25.92
2003-02-03,28.01
2003-02-04,41.47
2003-02-05,39.66
2003-02-06,50.13
2003-02-07,53.88
2003-02-08,53.72
2003-02-09,41.53
2003-02-10,45.74
2003-02-11,35.5
2003-02-12,34.6
2003-02-13,37.48
2003-02-14,49.33
2003-02-15,35.4
2003-02-16,22.42
2003-02-17,29.34
2003-02-18,38.86
2003-02-19,59.84
2003-02-20,71.74
2003-02-21,85.26
2003-02-22,77.17
2003-02-23,67.44
2003-02-24,82.57
2003-02-25,78.35
2003-03-06,50.05
2003-03-11,55.21
2003-03-12,48.49
2003-03-13,28.39
2003-03-15,19.22
2003-03-16,17.64
2003-03-17,51.17
2003-03-18,52.31
2003-03-19,54.37
2003-03-20,60.31
2003-03-21,64.35
2003-03-22,44.43
2003-03-23,53.75
2003-03-24,66.71
2003-03-25,78.05
2003-03-26,77.92
2003-03-27,75.75
2003-03-28,71.39
2003-03-29,59.89
2003-04-01,52.77
2003-04-02,52.91
2003-04-03,36.26
2003-04-04,33.49
2003-04-05,42.61
2003-04-06,29.49
2003-04-07,32.54
2003-04-08,46.87
2003-04-09,52.08
2003-04-10,48.01
2003-04-11,59.28
2003-04-12,54.15
2003-04-13,45.78
2003-04-14,63.23
2003-04-15,61.87
2003-04-16,73.28
2003-04-17,61.01
2003-04-18,37.4
2003-04-19,31.61
2003-04-20,43.07
2003-04-21,45.4
2003-04-22,50.85
2003-04-23,52.81
2003-04-24,62.82
2003-04-25,64.44
2003-04-26,47.33
2003-04-27,31.58
2003-04-28,51.96
2003-04-29,57.24
2003-04-30,44.56
2003-05-01,47.69
2003-05-02,45.12
2003-05-03,35.28
2003-05-04,40.32
2003-05-05,58.05
2003-05-06,59.94
2003-05-07,63.13
2003-05-08,62.35
2003-05-09,44.64
2003-05-10,27.78
2003-05-11,28.01
2003-05-12,40.03
2003-05-13,40.84
2003-05-14,38.82
2003-05-15,41.14
2003-05-16,51.55
2003-05-17,33.07
2003-05-18,21.47
2003-05-19,34.92
2003-05-20,34.54
2003-05-21,42.0
2003-05-22,34.67
2003-05-23,35.69
2003-05-24,31.36
2003-05-25,16.19
2003-05-26,22.16
2003-05-27,25.81
2003-05-28,32.44
2003-05-29,27.93
2003-05-30,41.77
2003-05-31,33.61
2003-06-01,27.5
2003-06-02,39.73
2003-06-03,37.29
2003-06-04,37.52
2003-06-05,33.25
2003-06-06,35.03
2003-06-07,24.09
2003-06-08,20.76
2003-06-09,21.24
2003-06-10,40.6
2003-06-11,45.04
2003-06-12,36.99
2003-06-13,41.15
2003-06-14,34.68
2003-06-15,30.67
2003-06-16,36.35
2003-06-17,37.35
2003-06-18,39.48
2003-06-19,30.87
2003-06-20,29.66
2003-06-21,27.09
2003-06-22,28.77
2003-06-23,36.13
2003-06-24,46.68
2003-06-25,47.03
2003-06-26,36.27
2003-06-27,37.79
2003-06-28,32.5
2003-06-29,27.87
2003-06-30,37.13
2003-07-01,28.3
2003-07-02,22.33
2003-07-03,25.39
2003-07-04,31.24
2003-07-05,19.75
2003-07-06,24.49
2003-07-07,41.22
2003-07-08,44.65
2003-07-09,46.73
2003-07-10,55.56
2003-07-11,50.62
2003-07-12,35.17
2003-07-13,26.39
2003-07-14,37.27
2003-07-15,51.53
2003-07-16,43.62
2003-07-17,31.11
2003-07-18,36.73
2003-07-19,41.28
2003-07-20,27.49
2003-07-21,35.37
2003-07-22,32.42
2003-07-23,42.95
2003-07-24,47.16
2003-07-25,35.75
2003-07-26,31.7
2003-07-27,21.52
2003-07-28,24.07
2003-07-29,32.65
2003-07-30,31.57
2003-07-31,36.05
2003-08-01,24.63
2003-08-02,31.62
2003-08-03,28.43
2003-08-04,44.3
2003-08-05,45.82
2003-08-06,45.71
2003-08-07,47.41
2003-08-08,53.22
2003-08-09,33.23
2003-08-10,37.14
2003-08-11,45.76
2003-08-12,51.35
2003-08-13,54.14
2003-08-14,50.0
2003-08-15,36.73
2003-08-16,27.15
2003-08-17,19.09
2003-08-18,39.96
2003-08-19,45.24
2003-08-20,48.81
2003-08-21,46.52
2003-08-22,46.75
2003-08-23,44.06
2003-08-24,43.44
2003-08-25,45.8
2003-08-26,47.5
2003-08-27,55.73
2003-08-28,56.06
2003-08-30,24.2
2003-08-31,23.51
2003-09-01,37.31
2003-09-02,24.58
2003-09-04,45.12
2003-09-05,53.74
2003-09-06,37.48
2003-09-07,21.4
2003-09-08,34.43
2003-09-09,28.07
2003-09-10,32.93
2003-09-11,34.49
2003-09-12,42.19
2003-09-13,21.72
2003-09-14,15.2
2003-09-15,40.19
2003-09-16,45.59
2003-09-17,53.29
2003-09-18,61.06
2003-09-19,65.35
2003-09-20,51.13
2003-09-21,38.9
2003-09-22,41.29
2003-09-23,32.34
2003-09-24,19.96
2003-09-25,36.53
2003-09-26,45.5
2003-09-27,39.37
2003-09-28,25.04
2003-09-30,37.35
2003-10-01,34.42
2003-10-02,33.83
2003-10-03,36.8
2003-10-04,23.32
2003-10-05,22.17
2003-10-06,24.82
2003-10-08,30.02
2003-10-09,34.41
2003-10-10,39.46
2003-10-11,29.4
2003-10-12,17.99
2003-10-13,31.85
2003-10-14,22.47
2003-10-15,25.72
2003-10-16,27.29
2003-10-17,29.44
2003-10-18,26.74
2003-10-19,25.17
2003-10-20,39.87
2003-10-21,33.51
2003-10-22,39.92
2003-10-23,34.96
2003-10-24,24.16
2003-10-25,34.61
2003-10-26,27.47
2003-10-27,39.89
2003-10-28,49.89
2003-10-29,43.33
2003-10-30,34.93
2003-10-31,37.14
2003-11-01,32.67
2003-11-02,21.86
2003-11-03,36.7
2003-11-04,42.23
2003-11-05,43.06
2003-11-06,36.19
2003-11-07,30.7
2003-11-08,26.64
2003-11-09,29.32
2003-11-10,42.06
2003-11-11,31.84
2003-11-12,38.03
2003-11-13,40.56
2003-11-14,34.56
2003-11-15,33.51
2003-11-16,28.75
2003-11-17,34.32
2003-11-18,36.31
2003-11-19,41.5
2003-11-20,44.56
2003-11-21,45.82
2003-11-22,34.89
2003-11-23,29.99
2003-11-24,50.39
2003-12-03,
2020-01-01,24.98
2020-01-02,25.08
2020-01-03,30.03
2020-01-04,38.53
2020-01-05,35.61
2020-01-06,45.38
2020-01-07,59.23
2020-01-08,55.14
2020-01-09,56.43
2020-01-10,41.91
2020-01-11,46.91
2020-01-12,43.61
2020-01-13,58.18
2020-01-14,57.29
2020-01-15,47.89
2020-01-16,62.15
2020-01-17,50.57
2020-01-18,44.58
2020-01-19,20.32
2020-01-20,21.87
2020-01-21,54.52
2020-01-22,61.49
2020-01-23,45.09
2020-01-24,43.51
2020-01-25,45.24
2020-01-26,46.39
2020-01-27,39.22
2020-01-28,14.87
2020-01-29,20.86
2020-01-30,39.26
2020-01-31,34.89
2020-02-01,22.88
2020-02-02,9.73
2020-02-03,12.52
2020-02-04,21.84
2020-02-05,27.13
2020-02-06,45.56
2020-02-07,63.42
2020-02-08,56.82
2020-02-09,24.83
2020-02-10,9.49
2020-02-11,12.29
2020-02-12,21.69
2020-02-13,32.62
2020-02-14,43.14
2020-02-15,51.39
2020-02-16,27.14
2020-02-17,23.56
2020-02-18,29.59
2020-02-19,19.44
2020-02-20,33.84
2020-02-21,47.34
2020-02-22,41.0
2020-02-23,14.17
2020-02-24,20.38
2020-02-25,16.98
2020-02-26,16.95
2020-02-27,23.89
2020-02-28,32.73
2020-02-29,26.78
2020-03-01,9.24
2020-03-02,32.64
2020-03-03,36.2
2020-03-04,28.43
2020-03-05,27.06
2020-03-06,25.02
2020-03-07,40.54
2020-03-08,30.95
2020-03-09,27.78
2020-03-10,23.54
2020-03-11,25.7
2020-03-12,22.58
2020-03-13,27.27
2020-03-14,35.17
2020-03-15,29.89
2020-03-16,41.82
2020-03-17,36.11
2020-03-18,35.31
2020-03-19,33.41
2020-03-20,25.08
2020-03-21,15.79
2020-03-22,7.3
2020-03-23,9.67
2020-03-24,15.19
2020-03-25,17.61
2020-03-26,18.27
2020-03-27,35.79
2020-03-28,25.81
2020-03-29,14.82
2020-03-30,10.88
2020-03-31,15.78
2020-04-01,35.14
2020-04-02,31.66
2020-04-03,27.07
2020-04-04,23.94
2020-04-05,20.36
2020-04-06,27.68
2020-04-07,32.62
